folio,year,trim,unidad,ciudad,punto,turno,sexo,edad,pasmex,p1a,p1n,p2,p3,p3_1,p3_2,p4,p4_1,p5,p6,p6_1,p7,p7_1,p7_2,p7_3_1,p7_3_2,p7_3_3,p7_3_4,p7_4,p7_4_1,p8,p8_1,p9_1,p9_2,p9_3,p10p,p11p,p11_1d,p11_1m,p11_1u,p11_2e,p11_2m,p11_2l,p11_2u,p11_3es,p11_3cn,p11_3cd,p12c,p12t,p13,p13_1,p13_2,p13_2_1,p13_4,p13_5,p13_6_1,p13_6_2,p13_6_3,p13_6_4,p13_6_5,p13_6_6,p13_6_7,p13_6_8,p13_7,p13_8,p13_9c,p13_9u,p13_9t,p13_10,p13_11,p13_12_1,p13_12_2,p14,p14_1,p15,p16,p16_1,p17,p17_1c,p17_1u,p18_1,p18_2,p18_3,p18_4,p18_5,p18_6,p18_7,p18_8,p18_9,p18_10,p18_11,p18_12,p18_13,p18_14,p19_1e,p19_1l,p19_1u,p19_2e,p19_2l,p19_2u,p20e,p20l,p20u,p21c,p21t,p22,p22_1,p22_2e,p22_2m,p22_2l,p22_2u,p22_4,p22_5,p23_1,p23_2,p23_3,p23_4,p23_5,p23_6,p24_0_1,p24_0_2,p24_0_3,p24_0_4,p24_0_5,p24_0_6,p24_0_7,p24_1_1,p24_1_2,p24_1_3,p24_1_4,p24_1_5,p24_1_6,p24_1_7,p24_2_1,p24_2_2,p24_2_3,p24_2_4,p24_2_5,p24_2_6,p24_2_7,p24_2_8,p25,p25_1_1,p25_1_2,p25_1_3,p25_1_4,p25_1_5,p25_1_6,p25_1_7,p25_1_8,p25_2,p26,p26_1c,p26_1t,p26_2,p26_3,p27,p27_1c,p27_1u,p27_1_1,p27_2,p28c,p28u,p28_1,p29_1,p29_2,p29_3,p29_4,p29_5,p29_6,p29_7,p29_8,p29_9,p29_10,p29_11,p29_12,p29_13,p30,p31,p31_1,p31_2,p32,p32_1,p33,p33_1,p33_1_1,p33_1_2,p33_1_3,p33_2,p34,p35es,p35cn,p35cd,p35_1,p35_1_1,p35_2,p35_2_1_1,p35_2_1_2,p35_2_1_3,p35_2_1_4,p35_2_1_5,p35_2_1_6,p35_2_2,p35_3_1,p35_3_2,p35_3_3,p35_3_4,p35_3_5,p35_3_6,p35_3_7,p35_4c,p35_4t,p35_5,p35_6,p35_7,p35_8,p36es,p36cn,p36cd,p37c,p37t,p38,p38_2,p38_2_1,p38_2_2,p38_3c,p38_3u,p38_3t,p38_4,p38_5,p38_5_1_1,p38_5_1_2,p38_5_1_3,p38_5_1_4,p38_5_1_5,p38_5_1_6,p38_5_1_7,p38_5_1_8,p38_5_1_9,p38_5_1_10,p39,p39_1,p39_2_1,p39_2_2,p40,p41,p42,p43,p43_1,p43_2,p44,p44_1,p45,p46m,p46a,p47,p48,p48_1,p49,p50,p50_1,filtro,ponfin3
1283,2017,2,281706,1,1,1,1,28,1,6,1,1,1,1,2,1,3,1,1,-4,4,1,1,1,3,5,3,1,2,2,2,2,2,2,1,5,-10,-10,-10,-10,-10,-10,-10,48,48029,4802965000,4,4,1,-14,2,8,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,1,96,1,1217001,0,2,-19,2,-20,-20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,30,301740001,2,7,70890001,2,28,280270001,2,25,2,2,2,-22,-22,-22,-22,-22,-22,1,1,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280270001,5,2,1,2,1,1000,3,2,3,500,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,97,97,2,-32,5,0,-34,-34,-34,0,5,48,48029,4802965000,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,4,2,2,2,2,4,48,48029,4802965000,4,5,1,524,7,6,800,3,3,561,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,4,4,2007,2,2013,0,0,-51,1,-52,-52,1,16.35869565
1284,2017,2,281706,1,1,1,1,21,1,6,1,1,2,2,2,2,-3,6,1,-4,1,-5,-5,1,0,1,0,-6,-6,2,2,2,2,2,1,1,17,9999,99,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,1,-16,611,6,2,2,2,2,2,2,2,2,8,6,50,1,2,111,2,2,96,1,1705004,6,2,-19,2,-20,-20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,19,190390001,2,7,70090001,2,28,280320001,2,2,4,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,15,2,1,4,1,3000,2,2,3,5000,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,-32,2,0,-34,-34,-34,0,2,48,48215,4821545384,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,15,2,2,2,2,4,48,48215,4821545384,15,2,2,-39,-39,-39,-39,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,2,0,-45,-45,-45,-45,1,-48,-48,6,2017,0,0,-51,1,-52,-52,1,16.35869565
1285,2017,2,281706,1,1,1,1,30,1,6,1,1,1,1,2,2,-3,2,1,-4,5,2,1,1,99,1,1,2,-7,2,2,2,2,2,1,1,12,1209,99,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,1,96,1,1312047,3,2,-19,1,8000,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,30,301930001,2,21,211140001,2,28,280270001,2,27,2,2,2,-22,-22,-22,-22,-22,-22,1,2,1,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280270001,7,2,1,3,1,8000,3,6,1,4000,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,-31,2,-32,10,0,-34,-34,-34,0,10,48,48479,4847941464,5,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,4,2,2,2,4,48,48479,4847941464,10,4,2,-39,-39,-39,-39,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,2,2,2005,8,2016,0,0,-51,1,-52,-52,1,16.35869565
1286,2017,2,281706,1,1,1,2,38,1,4,1,1,2,2,2,2,-3,5,2,1,5,2,2,1,1,1,1,2,-7,2,2,1,2,2,1,1,17,1703,1,-12,-12,-12,-12,-12,-12,-12,555,5,2,6,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,1,96,1,1705015,3,2,-19,1,60000,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,27,270040001,2,19,190390001,2,28,280270001,2,40,2,2,2,-22,-22,-22,-22,-22,-22,1,1,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280270001,2,2,1,3,1,60000,1,6,1,45000,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,-31,2,-32,4,0,-34,-34,-34,0,4,48,48029,4802965000,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,2,2,4,48,48029,4802965000,6,2,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,2,0,-45,-45,-45,-45,1,-48,-48,6,2017,0,0,-51,1,-52,-52,1,16.35869565
1287,2017,2,281706,1,1,1,2,21,1,2,2,-2,2,2,2,2,-3,6,2,2,5,2,2,1,0,1,0,-6,-6,2,2,2,2,2,1,1,5,501,2,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,1,96,1,1209084,4,2,-19,2,-20,-20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,19,190390001,2,24,240200001,2,28,280320001,2,22,2,2,98,99,99999,999999999,99,999,999,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,5,2,1,4,1,500,3,2,3,6000,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,-31,2,-32,4,0,-34,-34,-34,0,4,48,48215,4821545384,5,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,8,2,1,1,2,4,48,48215,4821545384,8,2,2,-39,-39,-39,-39,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,6,2017,0,0,-51,1,-52,-52,1,16.35869565
1288,2017,2,281706,1,1,1,1,32,1,3,3,-2,2,2,2,1,2,6,1,-4,1,-5,-5,1,0,5,3,1,1,2,2,2,2,1,1,5,-10,-10,-10,-10,-10,-10,-10,42,42101,4210160000,3,4,1,-14,2,8,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,1,96,1,1217001,1,2,-19,2,-20,-20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,70090001,2,30,301930001,2,28,280320001,2,20,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,5,2,1,4,1,3500,3,2,3,8000,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,-31,2,-32,5,0,-34,-34,-34,0,5,42,42101,4210160000,3,2,4,1,1,2,2,2,2,3,1,1,2,2,2,2,2,1,4,2,2,2,4,42,42101,4210160000,3,5,1,264,10,6,30,3,1,238,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,2,2,2004,4,2014,0,0,-51,1,-52,-52,1,16.35869565
1289,2017,2,281706,1,1,1,1,21,1,6,1,1,2,2,2,2,-3,6,2,2,9,0,2,1,0,5,0,-6,-6,2,2,2,2,2,1,1,17,1701,1,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,1,-16,612,1,2,2,2,2,2,2,2,2,8,6,1500,1,5,112,2,1,96,1,1217001,6,2,-19,1,9000,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21,211140001,2,24,240280001,2,5,50250001,2,1,4,2,2,-22,-22,-22,-22,-22,-22,1,2,2,1,1,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,50250001,10,2,1,3,1,9000,3,6,1,15000,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,-31,2,-32,7,0,-34,-34,-34,0,7,48,48323,4832321892,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,2,2,4,48,48323,4832321892,3,4,2,-39,-39,-39,-39,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,3,2017,0,0,-51,1,-52,-52,1,16.35869565
1290,2017,2,281706,1,1,1,1,23,1,2,2,-2,2,2,2,2,-3,6,2,2,5,5,2,1,0,1,0,-6,-6,2,2,2,2,2,1,1,16,1615,99,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,1,96,1,1312047,3,2,-19,1,20000,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,70270001,2,30,301930001,2,28,280320001,2,10,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,5,2,1,3,1,20000,1,1,2,20000,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,-31,2,-32,6,0,-34,-34,-34,0,6,48,48215,4821545384,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,4,48,48215,4821545384,4,2,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,2,0,-45,-45,-45,-45,1,-48,-48,6,2017,0,0,-51,1,-52,-52,1,16.35869565
1291,2017,2,281706,1,1,1,1,23,1,3,2,-2,2,2,2,1,3,1,1,-4,3,1,1,1,3,1,3,1,1,2,2,2,2,2,1,5,-10,-10,-10,-10,-10,-10,-10,31,31055,3105537000,5,4,1,-14,2,8,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,1,96,1,1305024,3,2,-19,1,5000,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,200670001,2,22,220140001,2,28,280320001,2,40,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,10,2,1,3,1,5000,3,1,1,5000,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,-32,5,0,-34,-34,-34,0,5,31,31055,3105537000,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,4,2,2,2,4,31,31055,3105537000,5,5,1,712,10,6,10,3,1,236,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,9,2012,0,0,-51,1,-52,-52,1,16.35869565
1292,2017,2,281706,1,1,1,2,44,1,2,3,-2,2,2,2,2,-3,6,2,2,4,1,2,1,0,1,1,2,-7,2,2,2,2,2,1,1,6,602,99,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,1,96,1,1312047,3,2,-19,1,5000,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,30,301930001,2,24,240280001,2,28,280320001,2,15,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,1,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,9,2,1,4,1,5000,3,6,1,2000,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,-31,2,-32,12,0,-34,-34,-34,0,12,48,48215,4821545384,4,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,48,48215,4821545384,2,4,2,-39,-39,-39,-39,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,2,0,-45,-45,-45,-45,1,-48,-48,4,2017,0,0,-51,1,-52,-52,1,16.35869565
1295,2017,2,281706,1,1,1,2,22,1,3,3,-2,1,1,2,2,-3,6,2,2,3,1,2,5,0,0,0,-6,-6,2,2,2,2,2,1,1,12,1209,1,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,1,96,1,1209084,3,1,2,2,-20,-20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,26,260430001,2,7,70890001,2,26,260430001,2,6,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,260430001,15,2,1,2,1,5500,3,4,3,80000,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,2,2,-32,0,-33,-33,-33,-33,-33,-33,4,4023,402349640,6,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,1,2,4,4,4023,402349640,2,4,2,-39,-39,-39,-39,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,5,5,2017,6,2017,0,0,-51,5,1,2,1,16.35869565
1296,2017,2,281706,1,1,1,1,29,1,5,1,1,1,1,2,1,3,1,1,-4,4,1,1,1,3,5,3,1,2,2,2,1,2,1,1,5,-10,-10,-10,-10,-10,-10,-10,13,13135,9999999999,14,4,1,-14,2,8,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,2,96,1,1312047,3,2,-19,1,35000,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,26,260020001,2,24,240280001,2,26,260020001,2,20,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,260020001,2,2,1,3,1,35000,1,6,2,35000,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,2,1,99,0,-33,-33,-33,-33,-33,-33,13,13135,9999999999,4,2,3,1,2,2,2,1,1,3,2,2,2,2,2,2,2,4,4,2,1,2,4,13,13135,9999999999,14,5,1,511,10,6,100,3,2,722,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,99,99999,6,2,1,0,-45,-45,-45,-45,1,-48,-48,1,2003,0,0,-51,1,-52,-52,1,16.35869565
1297,2017,2,281706,1,1,1,1,44,1,6,1,1,1,1,2,1,3,5,1,-4,4,1,1,1,1,5,3,2,-7,2,2,2,1,1,1,5,-10,-10,-10,-10,-10,-10,-10,13,13115,1311566668,15,4,1,-14,2,8,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,1,2,1,1312047,3,2,-19,2,-20,-20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20040001,2,99,999999999,99,2,20040001,2,1,3,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,20040001,2,2,1,2,1,300,3,4,3,5000,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,2,2,-32,0,-33,-33,-33,-33,-33,-33,13,13115,1311566668,3,2,4,2,2,2,2,2,2,3,2,2,2,2,2,2,2,6,3,2,1,2,4,13,13115,1311566668,15,5,1,712,10,6,19,3,1,236,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,99,99999,4,5,1,0,-45,-45,-45,-45,2,2,1994,99,2002,0,0,-51,2,1,2,1,16.35869565
1298,2017,2,281706,1,1,1,1,42,1,6,1,1,2,2,2,1,3,5,1,-4,1,-5,-5,0,99,5,3,1,2,2,2,2,2,2,1,5,-10,-10,-10,-10,-10,-10,-10,48,99999,9999999999,5,4,1,-14,2,8,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,1,96,1,1705015,3,2,-19,2,-20,-20,1,2,2,2,2,2,2,2,1,2,2,2,2,2,5,50250001,2,7,70270001,2,5,50250001,2,22,2,1,-21,99,99999,999999999,99,712,236,1,1,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,50250001,3,2,1,1,2,-29,-29,-29,-29,5000,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,0,2,1,2,2,-32,0,-33,-33,-33,-33,-33,-33,48,99999,9999999999,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,3,2,1,2,4,48,99999,9999999999,5,5,1,712,8,5,100,3,2,236,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,24,200,4,5,99,0,-45,-45,-45,-45,1,-48,-48,99,2012,0,0,-51,1,-52,-52,1,16.35869565
1299,2017,2,281706,1,1,1,1,59,1,1,1,2,2,2,2,2,-3,5,1,-4,1,-5,-5,0,1,1,5,2,-7,3,2,2,2,2,1,5,-10,-10,-10,-10,-10,-10,-10,51,51683,5168348952,11,4,1,-14,2,8,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,2,96,1,1312047,0,2,-19,1,55000,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,28,280220001,2,30,301930001,2,28,280220001,2,17,2,2,2,-22,-22,-22,-22,-22,-22,2,2,1,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280220001,2,2,1,3,1,55000,1,6,2,55000,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,-31,2,-32,0,-33,-33,-33,-33,-33,-33,51,51683,5168348952,4,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,36,2,2,1,2,4,51,51683,5168348952,11,5,1,524,12,6,12,3,1,561,1,2,2,2,2,1,1,1,-42,2,-43,48,200,2,5,1,0,-45,-45,-45,-45,1,-48,-48,4,2006,0,0,-51,1,-52,-52,1,16.35869565
1300,2017,2,281706,1,1,1,1,38,1,3,1,1,2,2,2,2,-3,1,1,-4,6,1,1,1,3,1,3,1,2,3,2,1,2,2,1,1,9,920,2,-12,-12,-12,-12,-12,-12,-12,25,4,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,3,96,1,1312047,3,2,-19,1,60000,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,28,280320001,2,30,301930001,2,28,280320001,2,3,3,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,1,3,1,3,1,60000,1,6,1,30000,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,0,4,1,2,2,-32,40,0,-34,-34,-34,0,12,48,48215,4821545384,6,4,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,6,2,1,1,2,4,48,48215,4821545384,6,2,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,1,0,-45,-45,-45,-45,3,3,2005,6,2017,0,3,1,1,-52,-52,1,16.35869565
1301,2017,2,281706,1,1,1,2,39,1,5,1,1,2,2,2,2,-3,6,2,2,8,5,2,1,0,5,0,-6,-6,3,2,1,2,2,1,1,18,1804,2,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,1,-16,611,1,2,2,1,1,1,2,2,2,8,5,99999,99,99,111,2,2,96,1,1705016,0,2,-19,2,-20,-20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,28,280320001,2,19,190390001,2,28,280320001,2,20,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,8,2,1,2,1,1500,3,4,3,3500,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,2,2,-32,0,-33,-33,-33,-33,-33,-33,48,48215,4821545384,3,4,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,8,2,2,1,2,4,48,48215,4821545384,8,2,2,-39,-39,-39,-39,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,6,2017,0,0,-51,1,-52,-52,1,16.35869565
1302,2017,2,281706,1,1,1,1,21,1,6,1,1,1,1,2,2,-3,6,1,-4,1,-5,-5,1,0,1,0,-6,-6,2,2,2,2,2,1,1,17,9999,99,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,1,-16,611,1,2,2,2,2,2,2,2,2,8,6,99999,99,99,111,2,2,96,1,1705099,0,2,-19,2,-20,-20,2,1,2,2,2,2,2,2,2,2,2,2,2,2,28,280250001,2,30,301930001,2,28,280250001,2,2,4,1,-21,7,7027,70270001,2,999,111,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280330282,15,2,1,4,1,3000,2,2,3,20000,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,2,2,-32,0,-33,-33,-33,-33,-33,-33,48,99999,9999999999,6,4,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,15,2,2,1,2,4,48,99999,9999999999,15,2,2,-39,-39,-39,-39,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,2,0,-45,-45,-45,-45,1,-48,-48,6,2017,0,0,-51,1,-52,-52,1,16.35869565
1303,2017,2,281706,1,1,1,1,34,1,3,1,1,1,1,2,1,3,5,1,-4,4,1,1,0,3,1,3,1,2,4,2,2,2,2,1,5,-10,-10,-10,-10,-10,-10,-10,1,99999,9999999999,13,4,1,-14,2,8,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,1,96,1,1217001,3,2,-19,2,-20,-20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,26,260020001,2,99,999999999,99,26,260020001,2,9,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,260020001,2,2,1,2,1,700,3,4,3,8000,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,2,2,-32,1,0,-34,-34,-34,1,1,1,99999,9999999999,2,4,2,1,2,2,2,1,1,3,2,2,2,2,2,2,2,3,4,2,1,1,2,1,99999,9999999999,13,5,1,524,8,6,10,3,1,561,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,12,200,4,96,1,0,-45,-45,-45,-45,1,-48,-48,99,2004,0,0,-51,1,-52,-52,1,16.35869565
