,Unnamed: 0,folio,year,trim,unidad,ciudad,punto,turno,sexo,edad,pasmex,p1a,p1n,p2,p3,p3_1,p3_2,p4,p4_1,p5,p6,p6_1,p7,p7_1,p7_2,p7_3_1,p7_3_2,p7_3_3,p7_3_4,p7_4,p7_4_1,p8,p8_1,p9_1,p9_2,p9_3,p10p,p11p,p11_1d,p11_1m,p11_1u,p11_2e,p11_2m,p11_2l,p11_2u,p11_3es,p11_3cn,p11_3cd,p12c,p12t,p13,p13_1,p13_2,p13_2_1,p13_4,p13_5,p13_6_1,p13_6_2,p13_6_3,p13_6_4,p13_6_5,p13_6_6,p13_6_7,p13_6_8,p13_7,p13_8,p13_9c,p13_9u,p13_9t,p13_10,p13_11,p13_12_1,p13_12_2,p14,p14_1,p15,p16,p16_1,p17,p17_1c,p17_1u,p18_1,p18_2,p18_3,p18_4,p18_5,p18_6,p18_7,p18_8,p18_9,p18_10,p18_11,p18_12,p18_13,p18_14,p19_1e,p19_1l,p19_1u,p19_2e,p19_2l,p19_2u,p20e,p20l,p20u,p21c,p21t,p22,p22_1,p22_2e,p22_2m,p22_2l,p22_2u,p22_4,p22_5,p23_1,p23_2,p23_3,p23_4,p23_5,p23_6,p24_0_1,p24_0_2,p24_0_3,p24_0_4,p24_0_5,p24_0_6,p24_0_7,p24_1_1,p24_1_2,p24_1_3,p24_1_4,p24_1_5,p24_1_6,p24_1_7,p24_2_1,p24_2_2,p24_2_3,p24_2_4,p24_2_5,p24_2_6,p24_2_7,p24_2_8,p25,p25_1_1,p25_1_2,p25_1_3,p25_1_4,p25_1_5,p25_1_6,p25_1_7,p25_1_8,p25_2,p26,p26_1c,p26_1t,p26_2,p26_3,p27,p27_1c,p27_1u,p27_1_1,p27_2,p28c,p28u,p28_1,p29_1,p29_2,p29_3,p29_4,p29_5,p29_6,p29_7,p29_8,p29_9,p29_10,p29_11,p29_12,p29_13,p30,p31,p31_1,p31_2,p32,p32_1,p33,p33_1,p33_1_1,p33_1_2,p33_1_3,p33_2,p34,p35es,p35cn,p35cd,p35_1,p35_1_1,p35_2,p35_2_1_1,p35_2_1_2,p35_2_1_3,p35_2_1_4,p35_2_1_5,p35_2_1_6,p35_2_2,p35_3_1,p35_3_2,p35_3_3,p35_3_4,p35_3_5,p35_3_6,p35_3_7,p35_4c,p35_4t,p35_5,p35_6,p35_7,p35_8,p36es,p36cn,p36cd,p37c,p37t,p38,p38_2,p38_2_1,p38_2_2,p38_3c,p38_3u,p38_3t,p38_4,p38_5,p38_5_1_1,p38_5_1_2,p38_5_1_3,p38_5_1_4,p38_5_1_5,p38_5_1_6,p38_5_1_7,p38_5_1_8,p38_5_1_9,p38_5_1_10,p39,p39_1,p39_2_1,p39_2_2,p40,p41,p42,p43,p43_1,p43_2,p44,p44_1,p45,p46m,p46a,p47,p48,p48_1,p49,p50,p50_1,filtro,ponfin3,pais,deported
3354,1:3355,29911,2017,4,161711,1,1,1,1,23,1,2,3,-2,2,2,2,2,-3,6,2,2,12,6,2,1,0,5,0,-6,-6,2,2,1,2,2,1,1,17,1712,99,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17.0,-17,-17,-17,2,1,96,1,1217001,4,2,-19,1,20000,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,24,240280001,2,28,280320001,2,28,280320001,2,10,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,2,2,1,3,1,20008,1,1,1,20000,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,-31,2,-32,6,0,-34,-34,-34,0,6,48,48201,4820135000,6,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,6,2,2,2,2,4,48,48201,4820135000,6,2,-37,-37,-37,-37,-37.0,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,1,0,-45,-45,-45,-45,1,-48,-48,11,2017,0,0,-51,1,-52,-52,1,16.69190847,Guatemala,USA
3358,1:3359,30110,2017,4,121710,1,1,1,2,24,1,3,2,-2,2,2,2,2,-3,6,1,-4,1,-5,-5,1,0,1,0,-6,-6,3,2,2,2,2,1,1,10,1001,2,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17.0,-17,-17,-17,2,1,96,1,1312047,0,2,-19,1,47000,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,28,280320001,2,30,301930001,2,28,280320001,2,10,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,2,2,1,3,1,47000,1,6,1,23000,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,0,2,1,2,2,-32,47,0,-34,-34,-34,0,6,48,48215,4821545384,4,4,3,1,2,2,2,1,1,2,2,2,2,2,2,2,2,6,2,2,1,2,4,48,48215,4821545384,7,2,2,-39,-39,-39,-39.0,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,10,2017,0,0,-51,1,-52,-52,1,17.15338997,Guatemala,USA
3362,1:3363,30910,2017,4,121710,1,1,1,1,29,1,6,1,1,1,1,2,2,-3,5,1,-4,3,1,1,1,1,5,1,2,-7,3,2,2,2,2,1,1,14,1405,99,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,1,-16,611,2,2,2,2,2,2,2,2,2,8,6,35.0,1,2,111,2,2,96,1,1305024,0,2,-19,1,65000,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,80370001,2,7,71010001,2,8,80370001,2,16,2,2,2,-22,-22,-22,-22,-22,-22,2,2,1,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,80520001,7,2,1,6,2,-29,-29,-29,-29,22000,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,0,2,1,2,2,-32,8,2,3,-35,5,0,8,48,99997,9999999997,6,4,3,1,2,2,2,2,1,2,2,2,2,2,2,2,2,22,2,1,1,2,4,48,99997,9999999997,22,2,2,-39,-39,-39,-39.0,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,8,2017,0,0,-51,1,-52,-52,1,28.72721664,Guatemala,USA
3364,1:3365,31110,2017,4,121710,1,1,1,1,50,1,6,1,1,2,2,2,2,-3,5,1,-4,5,3,1,1,1,1,1,2,-7,2,2,2,2,2,1,1,17,1711,1,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,1,-16,611,2,2,2,2,2,2,2,2,2,8,6,45.0,1,2,111,2,2,96,1,1705016,0,2,-19,2,-20,-20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,27,270040001,2,28,280320001,2,28,280320001,2,15,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,3,2,1,4,1,500,3,2,3,15000,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,0,2,2,-31,2,-32,2,0,-34,-34,-34,0,2,48,48215,4821545384,5,4,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,18,2,1,1,2,4,48,48215,4821545384,18,2,2,-39,-39,-39,-39.0,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,9,2017,0,0,-51,1,-52,-52,1,28.72721664,Guatemala,USA
3365,1:3366,31210,2017,4,121710,1,1,1,2,21,1,2,3,-2,2,2,2,2,-3,6,2,2,4,1,2,1,0,5,0,-6,-6,2,2,1,2,2,1,1,20,2001,99,-12,-12,-12,-12,-12,-12,-12,555,5,2,5,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15.0,-15,-15,-15,2,2,96,1,1705015,3,2,-19,1,99997,97,2,2,2,2,2,2,2,2,2,2,2,2,2,2,27,270040001,2,28,280320001,2,28,280320001,2,8,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,2,2,1,3,2,-29,-29,-29,-29,99997,97,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,2,2,-32,5,0,-34,-34,-34,3,5,48,48215,4821545384,4,4,3,1,2,2,2,2,1,2,2,2,2,2,2,2,2,15,2,1,1,2,4,48,48215,4821545384,15,2,2,-39,-39,-39,-39.0,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,9,2017,0,0,-51,1,-52,-52,1,17.15338997,Guatemala,USA
3366,1:3367,31310,2017,4,121710,1,1,1,1,29,1,6,1,1,2,2,2,2,-3,5,1,-4,4,1,1,1,1,1,1,2,-7,2,2,2,2,2,1,1,6,601,99,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,1,-16,712,1,2,2,2,2,2,2,2,2,8,6,125.0,1,2,236,2,2,96,1,1305024,0,2,-19,1,70000,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,28,280320001,2,21,211140001,2,28,280320001,2,25,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,5,2,1,3,2,-29,-29,-29,-29,30000,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,-31,2,-32,7,0,-34,-34,-34,0,7,48,48215,4821545384,4,4,3,1,2,2,2,2,1,2,2,2,2,2,2,2,2,10,2,1,1,2,4,48,48215,4821545384,10,2,2,-39,-39,-39,-39.0,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,9,2017,0,0,-51,1,-52,-52,1,28.72721664,Guatemala,USA
3392,1:3393,34910,2017,4,181710,1,1,1,1,26,1,6,1,1,2,2,2,2,-3,6,2,2,3,2,2,1,0,5,0,-6,-6,2,2,2,2,1,1,1,5,513,99,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,1,-16,611,2,2,2,2,2,2,2,2,2,8,6,50.0,1,2,111,2,2,96,1,1312047,0,2,-19,1,45000,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,200670001,2,28,280320001,2,28,280320001,2,1,4,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,15,2,1,3,2,-29,-29,-29,-29,25000,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,-31,2,-32,14,0,-34,-34,-34,0,14,48,48215,4821545384,3,2,3,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,5,1,1,1,2,48,48215,4821545384,1,5,2,-39,-39,-39,-39.0,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,9,2016,0,0,-51,1,-52,-52,1,11.73875682,Guatemala,USA
3397,1:3398,35610,2017,4,181710,1,1,1,1,33,1,6,1,1,2,2,2,2,-3,1,1,-4,5,1,1,1,1,5,1,2,-7,2,2,2,2,2,1,1,6,608,99,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17.0,-17,-17,-17,2,1,96,1,1215013,3,2,-19,2,-20,-20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,70090001,2,20,200670001,2,2,20020001,2,6,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,20020001,3,2,1,2,2,-29,-29,-29,-29,3500,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,-31,2,-32,5,0,-34,-34,-34,0,5,4,4013,9999999998,6,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,7,2,2,2,2,4,4,4013,9999999998,7,2,2,-39,-39,-39,-39.0,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,10,2017,0,0,-51,1,-52,-52,1,11.73875682,Guatemala,USA
3400,1:3401,35811,2017,4,171711,1,1,1,2,20,1,3,3,-2,1,1,2,2,-3,6,2,2,10,2,2,1,0,5,0,-6,-6,2,2,2,2,2,1,1,10,1017,99,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17.0,-17,-17,-17,2,1,96,1,1312047,3,2,-19,97,99997,97,2,2,2,2,2,2,2,2,2,2,2,2,2,2,22,220140001,2,7,71010001,2,26,260040001,1,57,2,2,2,-22,-22,-22,-22,-22,-22,1,1,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,260040001,2,2,1,2,1,99997,97,1,1,99997,97,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,97,97,2,-32,7,0,-34,-34,-34,0,7,4,99997,9999999997,6,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,2,2,4,4,99997,9999999997,1,4,2,-39,-39,-39,-39.0,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,2,0,-45,-45,-45,-45,1,-48,-48,10,2017,0,0,-51,1,-52,-52,1,21.32828912,Guatemala,USA
3401,1:3402,35910,2017,4,181710,1,1,1,1,41,1,6,1,1,1,1,2,2,-3,2,1,-4,7,1,1,0,1,1,1,2,-7,2,2,2,2,2,1,1,14,1419,99,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17.0,-17,-17,-17,2,1,96,1,1312047,3,2,-19,1,15000,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,70090001,2,26,260550001,2,26,260550001,2,15,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,260550001,5,2,1,3,1,15000,1,1,1,1500,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,-31,2,-32,8,0,-34,-34,-34,0,8,4,99997,9999999997,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,4,4,99997,9999999997,8,2,2,-39,-39,-39,-39.0,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,2,0,-45,-45,-45,-45,1,-48,-48,10,2017,0,0,-51,1,-52,-52,1,11.73875682,Guatemala,USA
3404,1:3405,36011,2017,4,171711,1,1,1,1,19,1,3,2,-2,2,2,2,2,-3,6,2,2,4,1,1,1,0,5,0,-6,-6,2,2,2,2,2,1,1,17,1705,1,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17.0,-17,-17,-17,2,1,96,1,1305024,3,2,-19,1,80000,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,19,190390001,2,28,280320001,2,28,280320001,2,1,4,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,17,2,1,3,1,80000,1,6,1,25000,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,-32,6,0,-34,-34,-34,0,6,48,48201,4820135000,6,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,2,4,48,48201,4820135000,4,4,2,-39,-39,-39,-39.0,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,2,2,2017,7,2017,0,0,-51,1,-52,-52,1,35.71902599,Guatemala,USA
3406,1:3407,36111,2017,4,171711,1,1,1,1,20,1,3,3,-2,2,2,2,2,-3,6,2,2,5,3,2,1,0,1,0,-6,-6,2,2,2,2,2,1,1,10,1019,99,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17.0,-17,-17,-17,2,1,96,1,1312047,0,2,-19,1,65000,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,200670001,2,21,211140001,2,28,280320001,2,20,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,1,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,7,2,1,3,1,65000,1,6,1,35000,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,-31,2,-32,3,0,-34,-34,-34,0,3,48,48215,4821545384,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,45,2,2,2,2,4,48,48215,4821545384,45,2,2,-39,-39,-39,-39.0,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,2,0,-45,-45,-45,-45,1,-48,-48,9,2017,0,0,-51,1,-52,-52,1,35.71902599,Guatemala,USA
3411,1:3412,36611,2017,4,171711,1,1,1,1,23,1,2,3,-2,1,1,2,2,-3,6,2,2,6,2,2,1,0,5,0,-6,-6,3,2,1,2,2,1,1,17,1710,99,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,1,-16,611,2,2,2,2,2,2,2,2,2,8,6,60.0,1,2,111,2,2,96,1,1705015,0,1,1,1,5000,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,27,270040001,2,28,280320001,2,27,270040001,2,9,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,3,2,1,2,2,-29,-29,-29,-29,20000,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,0,2,2,-31,2,-32,15,1,3,-35,4,1,15,48,48215,4821545384,4,4,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,11,2,1,1,2,4,48,48215,4821545384,11,2,2,-39,-39,-39,-39.0,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,5,2014,2016,2,2,1,-48,-48,10,2017,0,0,-51,1,-52,-52,1,35.71902599,Guatemala,USA
3413,1:3414,36811,2017,4,171711,1,1,1,1,19,1,3,2,-2,1,1,2,2,-3,6,2,2,3,1,2,1,0,5,0,-6,-6,3,2,2,2,2,1,1,16,1613,99,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,1,-16,611,2,2,2,2,2,2,2,2,2,8,6,45.0,1,2,111,2,2,1,1,1305024,0,2,-19,1,80000,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,28,280320001,2,19,190390001,2,28,280320001,2,1,4,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,17,2,1,3,2,-29,-29,-29,-29,50000,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,0,2,1,1,2,-32,15,0,-34,-34,-34,0,15,48,48215,4821545384,4,4,3,1,2,2,2,2,1,2,2,2,2,2,2,2,2,4,4,1,1,2,4,48,48215,4821545384,4,4,2,-39,-39,-39,-39.0,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,2,2,2017,7,2017,0,0,-51,2,2,2,1,35.71902599,Guatemala,USA
3416,1:3417,37511,2017,4,171711,1,1,1,2,23,1,3,2,-2,2,2,2,2,-3,5,2,2,9,5,2,1,3,1,0,-6,-6,3,2,2,2,1,1,1,8,801,99,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17.0,-17,-17,-17,2,1,96,1,1705015,3,2,-19,2,-20,-20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,28,280320001,2,30,301930001,2,28,280320001,2,15,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,1,3,1,4,1,5000,3,4,3,35000,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,0,4,97,2,2,-32,0,-33,-33,-33,-33,-33,-33,48,99999,9999999999,4,4,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,8,2,2,1,2,4,48,99999,9999999999,8,2,2,-39,-39,-39,-39.0,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,2,2,2017,11,2017,0,0,-51,2,2,2,1,21.32828912,Guatemala,USA
3419,1:3420,40212,2017,4,151712,1,1,1,1,24,1,2,3,-2,2,2,2,2,-3,6,2,2,8,2,2,1,0,5,0,-6,-6,3,2,2,2,2,1,1,12,1212,99,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,1,-16,712,1,2,2,2,2,2,2,2,2,9,6,50.0,1,2,712,2,2,96,1,1209084,0,2,-19,1,62000,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21,211140001,2,28,280250001,2,28,280250001,2,14,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280330282,4,2,1,3,2,-29,-29,-29,-29,20000,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,0,2,1,2,2,-32,45,3,3,-35,5,0,45,48,48215,4821545384,4,4,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,6,2,1,1,2,4,48,48215,4821545384,6,2,-37,-37,-37,-37,-37.0,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,1,0,-45,-45,-45,-45,1,-48,-48,11,2017,0,0,-51,1,-52,-52,1,30.55116691,Guatemala,USA
3421,1:3422,40412,2017,4,151712,1,1,1,1,24,1,3,2,-2,2,2,2,2,-3,1,1,-4,3,1,1,1,1,1,1,2,-7,3,2,2,2,2,1,1,10,1006,99,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,1,-16,611,2,2,2,2,2,2,2,2,2,8,6,50.0,1,2,111,2,2,96,1,1312047,0,2,-19,1,75000,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,28,280250001,2,21,211140001,2,21,211140001,2,15,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280330282,2,2,1,3,2,-29,-29,-29,-29,30000,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,0,2,1,2,2,-32,8,1,3,-35,5,0,8,48,48215,4821545384,4,4,3,1,2,2,2,2,1,2,2,2,2,2,2,2,2,8,2,1,1,2,4,48,48215,4821545384,8,2,2,-39,-39,-39,-39.0,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,2,2,2017,11,2017,0,0,-51,2,2,2,1,30.55116691,Guatemala,USA
3424,1:3425,40812,2017,4,151712,1,1,1,1,18,1,6,1,1,2,2,2,2,-3,5,1,-4,12,5,2,5,1,5,1,2,-7,2,2,1,2,2,1,1,14,1412,99,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17.0,-17,-17,-17,2,2,1,1,1305024,4,2,-19,2,-20,-20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,28,280320001,2,19,190390001,2,28,280320001,2,2,4,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,25,2,1,4,1,6000,3,4,3,29000,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,0,2,1,2,2,-32,0,-33,-33,-33,-33,-33,-33,48,99999,9999999999,6,4,4,1,1,2,2,2,2,2,1,1,2,2,2,2,2,1,3,2,2,2,4,48,99999,9999999999,1,3,2,-39,-39,-39,-39.0,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,12,2017,0,0,-51,1,-52,-52,1,30.55116691,Guatemala,USA
